#F EADL97_LShellRadiativeRates.dat
#U00 This file is a conversion to specfile format of 
#U01 directly extracted EADL97 radiative transition probabilities.
#U02 EADL itself can be found at:
#U03           http://www-nds.iaea.org/epdl97/libsall.htm
#U04 The code used to generate this file has been:
#U05 GenerateEADLShellRadiativeRates.py
#U06

#S 1 L1 emission rates
#N 40
#L Z  TOTAL  L1L2  L1L3  L1M1  L1M2  L1M3  L1M4  L1M5  L1N1  L1N2  L1N3  L1N4  L1N5  L1N6  L1N7  L1O1  L1O2  L1O3  L1O4  L1O5  L1O6  L1O7  L1O8  L1O9  L1P1  L1P2  L1P3  L1P4  L1P5  L1P6  L1P7  L1P8  L1P9  L1P10  L1P11  L1Q1  L1Q2  L1Q3
61  1.4460778E-01  3.0223300E-07  4.7802500E-03  0.0000000E+00  8.6755000E-05  1.1850100E-01  0.0000000E+00  8.5886000E-04  0.0000000E+00  1.6381200E-05  2.0215200E-02  0.0000000E+00  7.1428800E-06  0.0000000E+00  1.3849200E-04  0.0000000E+00  3.3965400E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
62  1.5426443E-01  3.6942800E-07  4.9113700E-03  0.0000000E+00  9.2135400E-05  1.2645900E-01  0.0000000E+00  9.0588400E-04  0.0000000E+00  1.8249900E-05  2.1714900E-02  0.0000000E+00  1.0067900E-05  0.0000000E+00  1.4855900E-04  0.0000000E+00  3.8963800E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
63  1.6397463E-01  4.4902800E-07  5.0432800E-03  0.0000000E+00  9.7745600E-05  1.3444900E-01  0.0000000E+00  9.5455600E-04  0.0000000E+00  2.0214900E-05  2.3231900E-02  0.0000000E+00  1.3866900E-05  0.0000000E+00  1.5916900E-04  0.0000000E+00  4.4511800E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
64  1.7380974E-01  5.4286400E-07  5.1802400E-03  0.0000000E+00  1.0464100E-04  1.4231100E-01  0.0000000E+00  1.0057100E-03  0.0000000E+00  2.2412200E-05  2.4991200E-02  0.0000000E+00  1.8556100E-05  0.0000000E+00  1.7046100E-04  0.0000000E+00  4.9792400E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
65  1.8457972E-01  6.5827800E-07  5.3099800E-03  0.0000000E+00  1.1184000E-04  1.5142000E-01  0.0000000E+00  1.0570000E-03  0.0000000E+00  2.4659900E-05  2.6443900E-02  0.0000000E+00  2.4051900E-05  0.0000000E+00  1.8207900E-04  0.0000000E+00  5.5511800E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
66  1.9588120E-01  7.9577500E-07  5.4456700E-03  0.0000000E+00  1.1950900E-04  1.6074900E-01  0.0000000E+00  1.1111900E-03  0.0000000E+00  2.7211800E-05  2.8196800E-02  0.0000000E+00  3.0478800E-05  0.0000000E+00  1.9443900E-04  0.0000000E+00  6.1073600E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
67  2.0710759E-01  9.5696800E-07  5.5820900E-03  0.0000000E+00  1.2757000E-04  1.7000000E-01  0.0000000E+00  1.1670000E-03  0.0000000E+00  2.9898900E-05  2.9947900E-02  0.0000000E+00  3.8080900E-05  0.0000000E+00  2.0742000E-04  0.0000000E+00  6.6689900E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
68  2.1877004E-01  1.1474000E-06  5.7195100E-03  0.0000000E+00  1.3692000E-04  1.7962000E-01  0.0000000E+00  1.2246000E-03  0.0000000E+00  3.2754100E-05  3.1761100E-02  0.0000000E+00  4.6223100E-05  0.0000000E+00  2.2051000E-04  0.0000000E+00  7.2723100E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
69  2.3066357E-01  1.3731000E-06  5.8581000E-03  0.0000000E+00  1.4745000E-04  1.8940000E-01  0.0000000E+00  1.2842000E-03  0.0000000E+00  3.5852000E-05  3.3639000E-02  0.0000000E+00  5.5915000E-05  0.0000000E+00  2.3376000E-04  0.0000000E+00  7.9201000E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
70  2.4290791E-01  1.6384100E-06  6.0041300E-03  0.0000000E+00  1.5861100E-04  1.9949100E-01  0.0000000E+00  1.3457100E-03  0.0000000E+00  3.9124200E-05  3.5545200E-02  0.0000000E+00  6.6313300E-05  0.0000000E+00  2.4759100E-04  0.0000000E+00  8.5946400E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
71  2.5596675E-01  1.9485100E-06  6.1899300E-03  0.0000000E+00  1.7041100E-04  2.0987100E-01  0.0000000E+00  1.4090100E-03  0.0000000E+00  4.2794200E-05  3.7767200E-02  0.0000000E+00  7.7673400E-05  0.0000000E+00  2.6199100E-04  0.0000000E+00  9.2433500E-06  1.6555100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
72  2.6851085E-01  2.3071000E-06  6.3781100E-03  0.0000000E+00  1.8288000E-04  2.1966000E-01  0.0000000E+00  1.4741000E-03  0.0000000E+00  4.6593100E-05  3.9963100E-02  0.0000000E+00  8.9899100E-05  0.0000000E+00  2.7698000E-04  0.0000000E+00  9.9295100E-06  4.2695100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
73  2.8133351E-01  2.7213800E-06  6.5690600E-03  0.0000000E+00  1.9718900E-04  2.2954900E-01  0.0000000E+00  1.5412900E-03  0.0000000E+00  5.0639700E-05  4.2235700E-02  0.0000000E+00  1.0316900E-04  0.0000000E+00  2.9258800E-04  0.0000000E+00  1.0655900E-05  7.8149500E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
74  2.9424480E-01  3.1995000E-06  6.7629000E-03  0.0000000E+00  2.1197000E-04  2.3939000E-01  0.0000000E+00  1.6106000E-03  0.0000000E+00  5.4884000E-05  4.4553000E-02  0.0000000E+00  1.1747000E-04  0.0000000E+00  3.0885000E-04  0.0000000E+00  1.1425000E-05  1.2205000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
75  3.0797116E-01  3.7604600E-06  6.9590200E-03  0.0000000E+00  2.2793700E-04  2.4972700E-01  0.0000000E+00  1.6817800E-03  0.0000000E+00  5.9535300E-05  4.7035500E-02  0.0000000E+00  1.3318900E-04  0.0000000E+00  3.2572600E-04  0.0000000E+00  1.2234900E-05  1.8054800E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
76  3.2179246E-01  4.4074700E-06  7.1575500E-03  0.0000000E+00  2.4453800E-04  2.5998800E-01  0.0000000E+00  1.7547900E-03  0.0000000E+00  6.4436600E-05  4.9553700E-02  0.0000000E+00  1.4999900E-04  0.0000000E+00  3.4326800E-04  0.0000000E+00  1.3090900E-05  2.5186800E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
77  3.3539977E-01  5.1447500E-06  7.3665800E-03  0.0000000E+00  2.6143300E-04  2.6990300E-01  0.0000000E+00  1.8321200E-03  0.0000000E+00  6.9489700E-05  5.2052500E-02  0.0000000E+00  1.6768200E-04  0.0000000E+00  3.6187400E-04  0.0000000E+00  1.4008100E-05  3.3659400E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
78  3.4904980E-01  5.9891300E-06  7.5966400E-03  0.0000000E+00  2.7900100E-04  2.7974100E-01  0.0000000E+00  1.9086100E-03  0.0000000E+00  7.4797400E-05  5.4585300E-02  0.0000000E+00  1.8662100E-04  0.0000000E+00  3.8062200E-04  0.0000000E+00  1.4953100E-05  4.2600200E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6246100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
79  3.6271003E-01  6.9560700E-06  7.8503700E-03  0.0000000E+00  2.9714900E-04  2.8946900E-01  0.0000000E+00  1.9882900E-03  0.0000000E+00  8.0354600E-05  5.7141800E-02  0.0000000E+00  2.0670900E-04  0.0000000E+00  4.0194800E-04  0.0000000E+00  1.5967900E-05  5.2221800E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.9301900E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
80  3.7639073E-01  8.0632700E-06  8.1057700E-03  0.0000000E+00  3.1596300E-04  2.9914300E-01  0.0000000E+00  2.0693200E-03  0.0000000E+00  8.6206800E-05  5.9750500E-02  0.0000000E+00  2.2800200E-04  0.0000000E+00  4.2578400E-04  0.0000000E+00  1.7194200E-05  6.1997600E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.1162400E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
81  3.9000474E-01  9.3251400E-06  8.3844400E-03  0.0000000E+00  3.3548200E-04  3.0878100E-01  0.0000000E+00  2.1524100E-03  0.0000000E+00  9.2323400E-05  6.2362300E-02  0.0000000E+00  2.5045100E-04  0.0000000E+00  4.5083200E-04  0.0000000E+00  1.8502100E-05  7.1152300E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.2308200E-05  0.0000000E+00  1.3541100E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
82  4.0367042E-01  1.0762900E-05  8.6632100E-03  0.0000000E+00  3.5549600E-04  3.1840700E-01  0.0000000E+00  2.2362800E-03  0.0000000E+00  9.8707000E-05  6.5019300E-02  0.0000000E+00  2.7412700E-04  0.0000000E+00  4.7700500E-04  0.0000000E+00  1.9892800E-05  8.0463200E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.1903400E-05  0.0000000E+00  4.1372600E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
83  4.1715653E-01  1.2402000E-05  8.9422900E-03  0.0000000E+00  3.7620000E-04  3.2782000E-01  0.0000000E+00  2.3200000E-03  0.0000000E+00  1.0537000E-04  6.7688900E-02  0.0000000E+00  2.9905000E-04  0.0000000E+00  5.0437000E-04  0.0000000E+00  2.1384000E-05  8.9944900E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.1239900E-05  0.0000000E+00  8.3487900E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
84  4.3063192E-01  1.4251000E-05  9.2236100E-03  0.0000000E+00  3.9763100E-04  3.3716000E-01  0.0000000E+00  2.4058000E-03  0.0000000E+00  1.1228000E-04  7.0394100E-02  0.0000000E+00  3.2516000E-04  0.0000000E+00  5.3506100E-04  0.0000000E+00  2.3191000E-05  9.9587100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.0716100E-05  0.0000000E+00  1.4061000E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
85  4.4387289E-01  1.6357900E-05  9.5011600E-03  0.0000000E+00  4.1943800E-04  3.4626900E-01  0.0000000E+00  2.4908900E-03  0.0000000E+00  1.1954000E-04  7.3084700E-02  0.0000000E+00  3.5229900E-04  0.0000000E+00  5.6886800E-04  0.0000000E+00  2.5124900E-05  1.0933000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.0373700E-05  0.0000000E+00  2.1405900E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
86  4.5706265E-01  1.8735100E-05  9.7788500E-03  0.0000000E+00  4.4187200E-04  3.5529200E-01  0.0000000E+00  2.5779100E-03  0.0000000E+00  1.2701100E-04  7.5781400E-02  0.0000000E+00  3.8065200E-04  0.0000000E+00  6.0437300E-04  0.0000000E+00  2.7423100E-05  1.1929100E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0027100E-04  0.0000000E+00  3.0515200E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
87  4.6994526E-01  2.1417000E-05  1.0050000E-02  0.0000000E+00  4.6463000E-04  3.6401000E-01  0.0000000E+00  2.6629000E-03  0.0000000E+00  1.3468000E-04  7.8455000E-02  0.0000000E+00  4.0991000E-04  0.0000000E+00  6.3558000E-04  0.0000000E+00  2.9845000E-05  1.2950000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1336000E-04  0.0000000E+00  3.9760000E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.9597000E-06  0.0000000E+00  0.0000000E+00
88  4.6466244E-01  2.3522000E-05  9.9345900E-03  0.0000000E+00  4.6969000E-04  3.5864000E-01  0.0000000E+00  2.6458000E-03  0.0000000E+00  1.3729000E-04  7.8102000E-02  0.0000000E+00  4.2380000E-04  0.0000000E+00  6.4244000E-04  0.0000000E+00  3.1192000E-05  1.3479000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2235000E-04  0.0000000E+00  4.6857000E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.0822000E-06  0.0000000E+00  0.0000000E+00
89  4.7729921E-01  2.6837100E-05  1.0213000E-02  0.0000000E+00  4.9327100E-04  3.6709100E-01  0.0000000E+00  2.7314100E-03  0.0000000E+00  1.4543000E-04  8.0770200E-02  0.0000000E+00  4.5447100E-04  0.0000000E+00  6.7426200E-04  0.0000000E+00  3.3830100E-05  1.4516000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3527000E-04  0.0000000E+00  5.2342100E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.9982200E-06  0.0000000E+00  0.0000000E+00
90  4.9001203E-01  3.0583100E-05  1.0483000E-02  0.0000000E+00  5.1768200E-04  3.7557100E-01  0.0000000E+00  2.8193100E-03  0.0000000E+00  1.5388000E-04  8.3475200E-02  0.0000000E+00  4.8639100E-04  0.0000000E+00  7.0698200E-04  0.0000000E+00  3.6607100E-05  1.5565000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4824000E-04  0.0000000E+00  5.7838200E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2370000E-05  0.0000000E+00  0.0000000E+00
91  4.5940902E-01  3.1827000E-05  9.8430900E-03  0.0000000E+00  4.9620000E-04  3.5114000E-01  0.0000000E+00  2.6583000E-03  0.0000000E+00  1.4870000E-04  7.8818900E-02  0.0000000E+00  4.7446000E-04  0.0000000E+00  6.7448900E-04  0.0000000E+00  3.5830000E-05  1.4921000E-02  0.0000000E+00  6.5174900E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3818000E-04  0.0000000E+00  6.2235900E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5302000E-05  0.0000000E+00  0.0000000E+00
92  4.7095980E-01  3.6204800E-05  1.0102900E-02  0.0000000E+00  5.2001700E-04  3.5893800E-01  0.0000000E+00  2.7417900E-03  0.0000000E+00  1.5706900E-04  8.1292600E-02  0.0000000E+00  5.0549700E-04  0.0000000E+00  7.0405600E-04  0.0000000E+00  3.8431800E-05  1.5743900E-02  0.0000000E+00  1.1253900E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4500900E-04  0.0000000E+00  6.5910700E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6484900E-05  0.0000000E+00  0.0000000E+00
93  4.8289025E-01  4.1168700E-05  1.0374900E-02  0.0000000E+00  5.4483600E-04  3.6697700E-01  0.0000000E+00  2.8272800E-03  0.0000000E+00  1.6592900E-04  8.3880400E-02  0.0000000E+00  5.3787600E-04  0.0000000E+00  7.3422400E-04  0.0000000E+00  4.1153700E-05  1.6572900E-02  0.0000000E+00  1.7640900E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5175900E-04  0.0000000E+00  6.8466500E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6340900E-05  0.0000000E+00  0.0000000E+00
94  4.9346704E-01  4.6662900E-05  1.0630000E-02  0.0000000E+00  5.6896900E-04  3.7399900E-01  0.0000000E+00  2.9080900E-03  0.0000000E+00  1.7466000E-04  8.6312800E-02  0.0000000E+00  5.6965900E-04  0.0000000E+00  7.6255800E-04  0.0000000E+00  4.3761900E-05  1.7249000E-02  0.0000000E+00  2.5519900E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5360000E-04  0.0000000E+00  7.0915800E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5672000E-05  0.0000000E+00  0.0000000E+00
95  5.0589285E-01  5.3022100E-05  1.0916000E-02  0.0000000E+00  5.9594100E-04  3.8237100E-01  0.0000000E+00  3.0002000E-03  0.0000000E+00  1.8432000E-04  8.9021100E-02  0.0000000E+00  6.0453100E-04  0.0000000E+00  7.9446100E-04  0.0000000E+00  4.6743100E-05  1.8089000E-02  0.0000000E+00  3.4166100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6020000E-04  0.0000000E+00  7.3444100E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4824000E-05  0.0000000E+00  0.0000000E+00
96  5.1678131E-01  6.0002800E-05  1.1175000E-02  0.0000000E+00  6.2157700E-04  3.8943800E-01  0.0000000E+00  3.0840900E-03  0.0000000E+00  1.9375900E-04  9.1472600E-02  0.0000000E+00  6.3833700E-04  0.0000000E+00  8.2520700E-04  0.0000000E+00  4.9817800E-05  1.8985900E-02  0.0000000E+00  4.3753800E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7110900E-04  0.0000000E+00  7.6053700E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4547900E-05  0.0000000E+00  0.0000000E+00
97  5.1767262E-01  6.6584900E-05  1.1226000E-02  0.0000000E+00  6.3606900E-04  3.8905000E-01  0.0000000E+00  3.1092000E-03  0.0000000E+00  1.9970000E-04  9.2184900E-02  0.0000000E+00  6.6035900E-04  0.0000000E+00  8.3976900E-04  0.0000000E+00  5.1883900E-05  1.9398000E-02  0.0000000E+00  5.3829900E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7398000E-04  0.0000000E+00  7.8708900E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4470000E-05  0.0000000E+00  0.0000000E+00
98  5.2917172E-01  7.5386200E-05  1.1512000E-02  0.0000000E+00  6.6358100E-04  3.9671100E-01  0.0000000E+00  3.2003100E-03  0.0000000E+00  2.1005000E-04  9.4812200E-02  0.0000000E+00  6.9602200E-04  0.0000000E+00  8.7075200E-04  0.0000000E+00  5.4960100E-05  2.0102000E-02  0.0000000E+00  6.5295100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7545000E-04  0.0000000E+00  8.1407200E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4576000E-05  0.0000000E+00  0.0000000E+00
99  5.3877039E-01  8.5045400E-05  1.1754100E-02  0.0000000E+00  6.8995300E-04  4.0283200E-01  0.0000000E+00  3.2801200E-03  0.0000000E+00  2.2001100E-04  9.7097500E-02  0.0000000E+00  7.2992300E-04  0.0000000E+00  9.0018400E-04  0.0000000E+00  5.8084300E-05  2.0841100E-02  0.0000000E+00  7.7960400E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.8117100E-04  0.0000000E+00  8.5045400E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4736100E-05  0.0000000E+00  0.0000000E+00
100  5.4805252E-01  9.5762900E-05  1.1996000E-02  0.0000000E+00  7.1634000E-04  4.0872000E-01  0.0000000E+00  3.3603000E-03  0.0000000E+00  2.3009000E-04  9.9308900E-02  0.0000000E+00  7.6438900E-04  0.0000000E+00  9.2896900E-04  0.0000000E+00  6.1304000E-05  2.1568000E-02  0.0000000E+00  9.1904900E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.8680000E-04  0.0000000E+00  8.8698900E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4891000E-05  0.0000000E+00  0.0000000E+00

#S 3 L3 emission rates
#N 40
#L Z  TOTAL  L3M1  L3M2  L3M3  L3M4  L3M5  L3N1  L3N2  L3N3  L3N4  L3N5  L3N6  L3N7  L3O1  L3O2  L3O3  L3O4  L3O5  L3O6  L3O7  L3O8  L3O9  L3P1  L3P2  L3P3  L3P4  L3P5  L3P6  L3P7  L3P8  L3P9  L3P10  L3P11  L3Q1  L3Q2  L3Q3
